Zeitschienen,SRG SSR Total,SRF Total,SRF 1,SRF zwei,SRF info,RTS 1,RSI LA 1,Restliche SRG SSR,Andere Sender,Facts,Aktivitäten,Zielgruppe,Region,Jahr,Zeitintervall
15:15:00 - 15:30:00,118.287308183,116.112032572,47.950694752,58.677070143,21.86805123,0.854709588,0.265400823,1.593181364,308.111242956,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:30:00 - 15:45:00,116.449742177,114.194502454,46.397400805,59.406169594,22.370566032,1.006948768,0.449689314,1.66903753,314.7860972,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:45:00 - 16:00:00,139.019734503,136.819679164,65.927046844,61.373514253,24.677710128,0.910172328,0.600222462,1.613580547,330.779163518,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:00:00 - 16:15:00,152.882065217,150.190936181,75.012447699,64.835783293,27.477495331,1.003767673,0.860520819,1.872256162,338.817626507,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:15:00 - 16:30:00,151.502593985,148.747167689,74.060989605,63.780464123,26.84000602,0.973709862,0.919248765,1.831958079,337.23297225,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:30:00 - 16:45:00,156.566255081,153.75174358,75.830690419,67.472773427,27.215339727,1.061910683,0.782547669,1.924653696,347.760807327,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:45:00 - 17:00:00,167.345185739,164.397325743,79.304237816,75.241749028,29.148568778,1.174152054,0.775818903,2.113084107,378.974462926,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:00:00 - 17:15:00,171.973779713,169.049901909,82.388233708,74.539649846,31.695738638,1.281149588,0.692844656,2.275166026,400.727279944,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:15:00 - 17:30:00,173.822680241,171.126805177,84.040969583,78.141610383,31.775416149,1.473136162,0.502933422,2.424596432,430.245637731,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:30:00 - 17:45:00,169.835229585,167.281941368,73.227286038,85.26108901,32.889121927,1.431185754,0.355760273,2.196198904,486.824234142,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:45:00 - 18:00:00,211.587489828,208.077310377,107.172076987,95.941687919,34.541554794,2.268051229,0.363313699,3.445211504,600.834137088,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:00:00 - 18:15:00,270.134620263,264.723279996,164.966884917,100.844246037,27.913087682,3.729268489,0.52985808,2.280263831,738.856795962,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:15:00 - 18:30:00,311.789755581,305.994898874,199.602445181,104.932721094,30.754848235,3.941399997,0.556984657,2.261564927,695.204942289,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:30:00 - 18:45:00,342.743653946,338.947907101,229.859111755,115.127757251,31.157126577,1.929091778,0.595680545,2.560792599,697.324405315,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:45:00 - 19:00:00,410.746912531,406.680731711,287.762480484,132.653131212,36.35353535,2.775751779,0.378253695,2.868627121,755.655740637,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:00:00 - 19:15:00,532.155675823,527.227819664,409.427225424,134.368750399,29.678061919,3.91288328,0.380918355,2.819754799,762.842406071,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:15:00 - 19:30:00,753.523793869,743.998633323,621.343949764,165.153119959,47.094367384,8.720161914,0.589051231,2.673039451,797.800891408,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:30:00 - 19:45:00,995.827934133,981.130541546,849.604052234,132.318138065,66.410438352,13.81199451,0.397871778,1.915175889,718.174897948,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:45:00 - 20:00:00,1088.973734958,1074.102774697,944.557362941,137.766519186,84.695363539,14.472618894,0.775151779,1.719101372,756.501055515,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:00:00 - 20:15:00,1062.700243923,1047.925709135,900.816109976,207.648477739,91.030884919,13.907508481,1.32964959,2.969061913,1075.677567735,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:15:00 - 20:30:00,767.774681549,754.838507587,560.359756373,188.704712575,73.587799439,10.671271497,1.423819449,3.444309587,1271.577026941,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:30:00 - 20:45:00,704.308093044,690.993491686,510.352768155,176.561810941,56.90764247,10.244574785,1.754237259,5.152017811,1203.05631214,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:45:00 - 21:00:00,697.974627015,685.628202375,504.406513613,192.927407949,50.473324908,9.930436697,0.899353694,6.624288217,1231.332636463,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:00:00 - 21:15:00,697.059943957,685.347176296,498.453737962,198.870713116,57.469399415,8.803099988,0.974204385,6.311807946,1270.179131862,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:15:00 - 21:30:00,649.599652501,640.343933316,446.870542381,187.438029295,57.157045453,5.483989867,1.072621643,5.10458932,1214.590353525,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:30:00 - 21:45:00,679.264722604,670.40752918,468.493805378,205.853712289,73.788592312,4.857448218,1.200819728,5.258569863,1220.783587207,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:45:00 - 22:00:00,733.768906463,725.125008656,535.674653048,206.11852517,82.963360261,4.873985203,1.338462189,6.276530412,1166.051487229,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:00:00 - 22:15:00,674.875889777,667.600898814,509.208188957,172.062439448,50.030124651,3.983291782,1.07129863,5.34403152,992.85340561,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:15:00 - 22:30:00,602.594606522,596.031008166,436.611261327,200.65880874,56.214258344,3.364038902,1.340323017,4.987602197,969.706187763,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:30:00 - 22:45:00,396.686867345,390.762726797,227.295426017,166.040304605,45.393528476,2.766254792,0.927012603,3.933262196,859.869178144,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:45:00 - 23:00:00,336.090486521,331.738521859,185.012275615,145.619369816,43.771159985,1.848401922,0.740227946,3.251560003,770.811891612,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:00:00 - 23:15:00,258.48945147,255.485557226,139.489078898,109.00121531,35.585571767,1.122518084,0.601415617,2.25202493,676.585487063,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:15:00 - 23:30:00,206.506342438,204.321265727,110.779869034,86.095305184,28.13634053,0.735059725,0.457964109,1.713195342,583.492866004,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:30:00 - 23:45:00,169.128364885,167.301809001,92.266547379,70.023868747,23.937767399,0.606716712,0.542607668,1.314356984,505.334292857,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:45:00 - 24:00:00,128.375080823,126.638310687,66.08028768,55.65011179,19.725727949,0.568273698,0.580697261,1.131857258,438.741269806,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:00:00 - 24:15:00,92.042285768,90.487378369,45.016340283,39.739204669,15.740001373,0.398119999,0.603812057,1.004142193,373.482222151,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:15:00 - 24:30:00,72.532813721,71.147432349,35.43607042,30.31574248,13.400596717,0.399936165,0.635365757,0.685356712,316.39215807,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:30:00 - 24:45:00,59.478887142,58.283354263,28.643309058,23.975299466,11.283185475,0.193820001,0.621267948,0.661539452,267.15417587,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:45:00 - 25:00:00,49.469408221,48.645896709,24.719581368,18.856480547,9.6211315,0.419806304,0.543564386,0.373346303,229.917541905,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:00:00 - 25:15:00,40.409273155,39.727737811,19.900231797,15.51990548,7.933095055,0.131658905,0.378933151,0.330393424,198.409212572,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:15:00 - 25:30:00,33.996795347,33.57956055,17.075241659,12.607915617,6.583250403,0.122767672,0.312824111,0.201395343,171.995926559,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:30:00 - 25:45:00,28.676167411,28.263987134,14.6964296,9.805711786,5.899041089,0.10647644,0.22500548,0.186616712,149.677975593,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:45:00 - 26:00:00,23.913124398,23.591089877,12.240992069,8.078412334,4.752167392,0.075438081,0.229286576,0.127987671,132.203466586,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
,2308.377930683,2274.914461666,1908.368714037,1131.074112966,702.007566209,41.08497286,18.04193396,56.358788221,2871.322480601,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,Whole Day
,2037.464622994,2010.340713691,1709.605274305,857.966849646,493.25972894,31.892917795,10.608013139,32.731612615,2513.370048943,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,Primetime (18-23 h)
02:00:00 - 02:15:00,0.407603164,0.402700306,0.212752792,0.132269413,0.087826955,0.001425049,0.002629181,0.002379678,2.363063873,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:15:00 - 02:30:00,0.380635593,0.376605074,0.199940994,0.124655972,0.083963166,0.001288515,0.002238758,0.001327939,2.008466897,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:30:00 - 02:45:00,0.346890687,0.345144051,0.188066771,0.107478966,0.073986267,0.000614594,0.00124003,0.001047708,1.822899047,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:45:00 - 03:00:00,0.316803146,0.314880913,0.169529706,0.097864725,0.071900691,0.00073921,0.000993819,0.001333779,1.656431985,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:00:00 - 03:15:00,0.294631993,0.293093539,0.157235342,0.090245447,0.06606911,0.000166089,0.000547861,0.001461972,1.517653209,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:15:00 - 03:30:00,0.269172007,0.267622389,0.140903421,0.087841107,0.062968936,0.00030374,0.000318622,0.00125336,1.408301968,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:30:00 - 03:45:00,0.244857602,0.243074054,0.128357825,0.077421736,0.054202009,0.000620922,0.000247428,0.001333399,1.290947581,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:45:00 - 04:00:00,0.245142315,0.243918379,0.134227704,0.079668813,0.048219729,0.000356294,0.000240101,0.000871692,1.193018765,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:00:00 - 04:15:00,0.227246443,0.226324115,0.121895799,0.072937258,0.050399507,0.000692137,0.000422896,0.000769565,1.112652432,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:15:00 - 04:30:00,0.208105763,0.206517141,0.110037763,0.067483803,0.047561943,0.000849718,0.00014177,0.001073763,1.086519121,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:30:00 - 04:45:00,0.200484361,0.198579604,0.102890347,0.064554613,0.048323398,0.001306236,0.000499655,0.000946745,1.05680414,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:45:00 - 05:00:00,0.196001019,0.193061968,0.102317077,0.059986865,0.047253411,0.001077523,0.00007668,0.002409134,1.029485649,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:00:00 - 05:15:00,0.194516581,0.192721433,0.110836276,0.056402898,0.042983992,0.000709192,0.000375741,0.001361608,0.982455845,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:15:00 - 05:30:00,0.195793282,0.193063058,0.114750588,0.061652621,0.04412366,0.001294443,0.00025646,0.001506295,1.031521375,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:30:00 - 05:45:00,0.215294935,0.212936473,0.128144155,0.079059535,0.048625236,0.000938602,0.000073441,0.002390742,1.218242037,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:45:00 - 06:00:00,0.262803377,0.257342426,0.164657727,0.082450393,0.040866675,0.002009393,0.000241708,0.00410201,1.26258135,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:00:00 - 06:15:00,0.292138671,0.287993913,0.181534745,0.094518964,0.046718996,0.000967912,0.000247932,0.003267461,1.338374909,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:15:00 - 06:30:00,0.332594302,0.326779047,0.192389097,0.123704587,0.047068602,0.000990657,0.000404583,0.004566417,1.390781708,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:30:00 - 06:45:00,0.377447213,0.370049684,0.22564088,0.132696983,0.047369837,0.003131912,0.000244209,0.004612651,1.608880591,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:45:00 - 07:00:00,0.421517346,0.413413761,0.264127471,0.139114363,0.051839145,0.003787522,0.00021548,0.004541752,1.730660747,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:00:00 - 07:15:00,0.473932122,0.467560263,0.32282701,0.130696406,0.061572004,0.002247377,0.000202149,0.004218284,1.773843701,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:15:00 - 07:30:00,0.566338544,0.559050917,0.409634814,0.137872237,0.073626998,0.001352463,0.000243565,0.006454,1.881933488,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:30:00 - 07:45:00,0.611228211,0.603273711,0.430840206,0.153789043,0.081349617,0.002283433,0.000193891,0.006466922,1.830600345,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:45:00 - 08:00:00,0.673175859,0.661606581,0.439534259,0.189326203,0.098048587,0.002440192,0.001214898,0.009254026,1.933944187,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:00:00 - 08:15:00,0.6881118,0.677773744,0.429140666,0.204173222,0.108053594,0.001843979,0.001772785,0.008652103,1.947140233,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:15:00 - 08:30:00,0.733005205,0.716906695,0.433563383,0.234617017,0.121930922,0.002880381,0.001291131,0.013860816,2.063172474,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:30:00 - 08:45:00,0.723142497,0.704138785,0.398398712,0.256078871,0.117538291,0.002383614,0.001904113,0.016791616,2.173952276,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:45:00 - 09:00:00,0.7469467,0.725943649,0.385992529,0.295649831,0.119642001,0.00333792,0.008874334,0.010584465,2.307300391,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:00:00 - 09:15:00,0.785168106,0.765258801,0.353660435,0.372776905,0.118359288,0.002626027,0.007965503,0.012016587,2.324794206,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:15:00 - 09:30:00,0.891764271,0.872165507,0.347213364,0.485121718,0.130318927,0.003031215,0.007985777,0.012010873,2.489596618,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:30:00 - 09:45:00,0.995393755,0.972813073,0.354173175,0.584206713,0.135032885,0.004396832,0.008165115,0.014107949,2.525293984,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:45:00 - 10:00:00,1.152351101,1.130619226,0.38154712,0.707395842,0.164380453,0.006253723,0.003551238,0.015446746,2.890056754,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:00:00 - 10:15:00,1.228162251,1.205583907,0.38611611,0.75043468,0.175196375,0.005627076,0.003195392,0.01629267,2.94050709,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:15:00 - 10:30:00,1.367676544,1.349809068,0.397472039,0.87219422,0.193230046,0.005449174,0.003102535,0.014752941,2.88455518,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:30:00 - 10:45:00,1.456619189,1.439503252,0.374243858,0.994594008,0.188471995,0.004736099,0.003394758,0.01410019,2.970295093,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:45:00 - 11:00:00,1.534488355,1.514850109,0.401321559,1.055210673,0.188625675,0.005536007,0.004895151,0.015998622,3.040551665,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:00:00 - 11:15:00,1.586373091,1.563942758,0.400298035,1.099036743,0.185753395,0.006461633,0.00485385,0.018539977,3.22674,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:15:00 - 11:30:00,1.678152625,1.656432925,0.424693276,1.167060551,0.193755388,0.004963489,0.004004391,0.019251681,3.510167821,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:30:00 - 11:45:00,1.73655763,1.706761115,0.452661208,1.182286239,0.199369424,0.013256708,0.004136277,0.020119656,3.631101485,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:45:00 - 12:00:00,1.856119478,1.811433203,0.529864407,1.216356492,0.207433704,0.025975446,0.004112882,0.0218945,4.061799633,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:00:00 - 12:15:00,2.043288016,1.993277105,0.674537319,1.262397293,0.236476408,0.032557393,0.004792798,0.022122116,4.463629118,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:15:00 - 12:30:00,2.144426733,2.098387816,0.755836483,1.27946413,0.269409323,0.030625088,0.006456972,0.021163257,4.798246044,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:30:00 - 12:45:00,2.539578671,2.488985608,1.133850481,1.294272264,0.299808359,0.036223644,0.006568861,0.020784327,5.029968426,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:45:00 - 13:00:00,3.105253306,3.048429986,1.695093911,1.311275412,0.326282579,0.031228923,0.014487948,0.027399607,5.160500194,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:00:00 - 13:15:00,2.993191836,2.943747052,1.521403171,1.395017293,0.373444586,0.023811227,0.014427583,0.025607001,5.245377852,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:15:00 - 13:30:00,2.395741671,2.350782196,0.795119299,1.417203933,0.397643174,0.015151542,0.013320988,0.027650505,5.093738581,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:30:00 - 13:45:00,2.321197963,2.268396246,0.770156373,1.353045935,0.371132662,0.013521229,0.021694217,0.028714183,4.831220737,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:45:00 - 14:00:00,2.413387844,2.359481086,0.815345666,1.365229992,0.420917681,0.012784035,0.02123344,0.033875316,4.84145214,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:00:00 - 14:15:00,2.490982142,2.442957285,0.899920765,1.350689093,0.466463312,0.011114975,0.017004526,0.031975108,4.88823491,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:15:00 - 14:30:00,2.39541397,2.352733906,0.916898532,1.260695663,0.415502529,0.011226146,0.016038196,0.028141007,5.014665989,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:30:00 - 14:45:00,2.235309662,2.19029959,0.881775506,1.139964557,0.395559706,0.016848664,0.010714657,0.028502545,5.089822347,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:45:00 - 15:00:00,2.232781059,2.183675049,0.928390784,1.089994291,0.410970208,0.020578921,0.009261962,0.035626484,5.381543496,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:00:00 - 15:15:00,2.29457458,2.248675087,0.960018465,1.105804078,0.420921107,0.017956514,0.00748237,0.03465468,5.742279154,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:15:00 - 15:30:00,2.244962315,2.203677991,0.910051218,1.113625883,0.415031431,0.016221444,0.005037015,0.030236817,5.847611103,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:30:00 - 15:45:00,2.210087377,2.167285418,0.880571435,1.127463381,0.424568621,0.019110779,0.008534607,0.031676486,5.974292439,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:45:00 - 16:00:00,2.638440886,2.596686265,1.251222493,1.164801423,0.468355675,0.017274068,0.011391562,0.030623975,6.2778231,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:00:00 - 16:15:00,2.901532638,2.850457978,1.423653365,1.230511509,0.521492521,0.019050402,0.016331734,0.03553335,6.430384262,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:15:00 - 16:30:00,2.875351777,2.823056828,1.405595702,1.210482708,0.509393664,0.018479941,0.017446327,0.034768544,6.400309284,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:30:00 - 16:45:00,2.971454486,2.918038164,1.439182675,1.280558686,0.516517086,0.020153895,0.01485189,0.036527805,6.600115994,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:45:00 - 17:00:00,3.176026706,3.120079576,1.505106779,1.428005263,0.553207641,0.022284116,0.014724187,0.040103999,7.192516624,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:00:00 - 17:15:00,3.26387236,3.208380383,1.563637621,1.414680234,0.601550121,0.024314806,0.013149427,0.043180137,7.605361065,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:15:00 - 17:30:00,3.298962484,3.247797748,1.595004691,1.483041512,0.603062331,0.0279585,0.009545123,0.046016161,8.165586947,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:30:00 - 17:45:00,3.223285039,3.174826449,1.389772966,1.618161271,0.624199242,0.027162326,0.006751939,0.041681423,9.239386202,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:45:00 - 18:00:00,4.015696827,3.9490775,2.034007638,1.820867202,0.655560611,0.043045106,0.006895294,0.065386309,11.403168173,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:00:00 - 18:15:00,5.126856721,5.024155458,3.130889295,1.913912306,0.529759647,0.070777401,0.010056118,0.043276882,14.022685794,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:15:00 - 18:30:00,5.917425211,5.807445234,3.788233971,1.991507078,0.583693102,0.07480342,0.010570952,0.042921998,13.194221872,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:30:00 - 18:45:00,6.504896067,6.432856979,4.362472086,2.184997663,0.591327916,0.036612038,0.011305359,0.048601008,13.234447068,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:45:00 - 19:00:00,7.795522647,7.71835102,5.46141393,2.51760986,0.68995,0.052680713,0.007178838,0.054443372,14.341511341,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:00:00 - 19:15:00,10.09972675,10.006201479,7.770476321,2.550170455,0.563256846,0.074262204,0.007229411,0.053515814,14.477906337,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:15:00 - 19:30:00,14.301049112,14.120272095,11.79242174,3.134423727,0.893799041,0.165499039,0.011179541,0.050731331,15.141379855,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:30:00 - 19:45:00,18.899714137,18.620773871,16.124546453,2.511252008,1.260396774,0.262136393,0.007551166,0.036347927,13.630166437,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:45:00 - 20:00:00,20.667518586,20.385284196,17.926655447,2.614656195,1.607424475,0.274674311,0.014711527,0.032626643,14.357554507,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:00:00 - 20:15:00,20.168876748,19.888472404,17.096494748,3.940938698,1.727665678,0.263949145,0.025235276,0.05634951,20.41517213,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:15:00 - 20:30:00,14.571515336,14.326001059,10.635009171,3.581407055,1.396615172,0.202528935,0.027022514,0.06536919,24.133127565,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:30:00 - 20:45:00,13.366989481,13.114293068,9.68593168,3.35094819,1.080044131,0.194430702,0.03329348,0.097779617,22.832680042,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:45:00 - 21:00:00,13.246787446,13.012465955,9.573078307,3.661549326,0.957927921,0.188468708,0.017068738,0.125721715,23.369333534,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:00:00 - 21:15:00,13.22942781,13.007132422,9.460101061,3.774346808,1.090705696,0.167073108,0.018489315,0.119791171,24.106597057,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:15:00 - 21:30:00,12.328683878,12.153020557,8.481108902,3.557367148,1.084777576,0.104080062,0.020357172,0.09687948,23.051583462,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:30:00 - 21:45:00,12.891694254,12.723594502,8.891494604,3.906876535,1.400426035,0.092189003,0.022790226,0.099801863,23.169124242,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:45:00 - 22:00:00,13.926123534,13.762071901,10.166513062,3.9119023,1.574552956,0.092502853,0.02540253,0.119121648,22.130369427,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:00:00 - 22:15:00,12.808399117,12.670327826,9.664208871,3.26555535,0.949516448,0.07559847,0.020332062,0.101423869,18.843260884,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:15:00 - 22:30:00,11.436580281,11.312010434,8.286399383,3.80828293,1.066884483,0.063845735,0.025437843,0.094659208,18.403952367,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:30:00 - 22:45:00,7.528678909,7.416245265,4.313816062,3.151262023,0.861518978,0.05250045,0.017593673,0.07464899,16.319367177,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:45:00 - 23:00:00,6.378626555,6.296031064,3.511328562,2.763695226,0.830728246,0.035080624,0.014048708,0.061711043,14.629158322,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:00:00 - 23:15:00,4.905844466,4.848833866,2.647348493,2.068722984,0.675374831,0.021304146,0.011414203,0.042740968,12.840845107,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:15:00 - 23:30:00,3.919262534,3.877792187,2.102479415,1.633994164,0.533996678,0.013950616,0.008691654,0.032514565,11.074050015,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
