Zeitschienen,SRG SSR Total,SRF Total,SRF 1,SRF zwei,SRF info,RTS 1,RSI LA 1,Restliche SRG SSR,Andere Sender,Facts,Aktivitäten,Zielgruppe,Region,Jahr,Zeitintervall
07:00:00 - 07:15:00,0.241551967,0.239441634,0.161697871,0.056867595,0.020876168,0.000786107,0.000001797,0.001322428,1.189902707,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:15:00 - 07:30:00,0.278400868,0.276133296,0.194364319,0.055858272,0.025910705,0.00036455,0.000008757,0.001894265,1.221478204,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:30:00 - 07:45:00,0.324765692,0.322394751,0.226114051,0.066747615,0.029533086,0.000465283,0.000016852,0.001888805,1.223150409,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:45:00 - 08:00:00,0.358071719,0.354742779,0.235103475,0.086160866,0.033478438,0.000678747,0.000148596,0.002501598,1.262724952,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:00:00 - 08:15:00,0.39558572,0.392329587,0.239607208,0.107701115,0.045021264,0.00067341,0.000183641,0.002399082,1.318370443,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:15:00 - 08:30:00,0.415727367,0.411644349,0.230760256,0.126584317,0.054299775,0.000673446,0.000157751,0.003251821,1.38384565,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:30:00 - 08:45:00,0.401399868,0.39656311,0.204583937,0.141902717,0.050076456,0.000621267,0.000223333,0.003992158,1.511823368,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:45:00 - 09:00:00,0.403464286,0.395977809,0.181403795,0.164541858,0.050032156,0.000471399,0.003849975,0.003165103,1.54185131,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:00:00 - 09:15:00,0.434519395,0.424638056,0.156095387,0.218590157,0.049952511,0.000699547,0.005866583,0.00331521,1.658105111,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:15:00 - 09:30:00,0.509468463,0.498530905,0.146507055,0.300298581,0.051725269,0.001037332,0.006213624,0.003686601,1.686703134,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:30:00 - 09:45:00,0.601019142,0.591355554,0.153166237,0.380988958,0.057200358,0.001642197,0.002087542,0.00593385,1.821049438,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:45:00 - 10:00:00,0.685026107,0.674563763,0.161589398,0.44564024,0.067334125,0.001881439,0.001173621,0.007407284,1.965581727,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:00:00 - 10:15:00,0.80147916,0.790858551,0.170598484,0.52719332,0.093066747,0.002240683,0.00142562,0.006954307,2.142854571,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:15:00 - 10:30:00,0.888262114,0.878021739,0.170983023,0.605160521,0.101878195,0.002262393,0.001557081,0.006420901,2.081787722,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:30:00 - 10:45:00,0.992411716,0.982205252,0.165383859,0.722008379,0.094813014,0.002423237,0.000985854,0.006797373,2.210126314,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:45:00 - 11:00:00,1.039571449,1.028000057,0.153562753,0.783435284,0.091002019,0.002756635,0.001126405,0.007688352,2.274155711,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:00:00 - 11:15:00,1.124769997,1.112433381,0.168674643,0.844829879,0.09892886,0.002340642,0.00124705,0.008748924,2.451250791,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:15:00 - 11:30:00,1.167223297,1.155692621,0.180073187,0.872096453,0.103522981,0.001622728,0.000715207,0.00919274,2.630751947,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:30:00 - 11:45:00,1.226068367,1.211621384,0.192568166,0.917464409,0.101588809,0.003572296,0.001087905,0.009786782,2.782347062,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:45:00 - 12:00:00,1.279472555,1.250685983,0.224299979,0.922256451,0.104129554,0.017938642,0.001037946,0.009809985,2.923915495,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:00:00 - 12:15:00,1.323718361,1.298334097,0.26249833,0.925670267,0.1101655,0.014875598,0.001039514,0.009469152,3.256895944,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:15:00 - 12:30:00,1.363476452,1.332128032,0.306570882,0.907751433,0.117805717,0.021688954,0.001124127,0.008535338,3.5158335,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:30:00 - 12:45:00,1.511757407,1.481658384,0.420286863,0.911545727,0.149825793,0.020239487,0.001843017,0.008016519,3.69529219,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:45:00 - 13:00:00,2.174938554,2.140699714,1.070686185,0.902477302,0.167536227,0.020292176,0.005666477,0.008280186,3.65350467,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:00:00 - 13:15:00,1.84522751,1.81753832,0.661214502,0.970199124,0.186124694,0.01118722,0.007402148,0.009099821,3.832751387,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:15:00 - 13:30:00,1.558541659,1.533787721,0.351653369,0.972375535,0.209758816,0.005563525,0.00851255,0.010677863,3.793064041,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:30:00 - 13:45:00,1.631574477,1.601442559,0.426515687,0.982732563,0.19219431,0.004657605,0.013354005,0.012120308,3.680225033,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:45:00 - 14:00:00,1.714154636,1.683437485,0.494816673,0.98961165,0.199009161,0.00427516,0.013667615,0.012774376,3.662108295,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:00:00 - 14:15:00,1.777834741,1.749685572,0.538538357,0.967078866,0.244068349,0.004288745,0.010882736,0.012977688,3.731501213,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:15:00 - 14:30:00,1.67545972,1.652011824,0.536721401,0.893579995,0.221710428,0.004603242,0.00720321,0.011641444,3.836280506,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:30:00 - 14:45:00,1.54747868,1.524517353,0.553745542,0.757846929,0.212924883,0.005837727,0.006121003,0.011002597,3.987763118,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:45:00 - 15:00:00,1.510958477,1.486648929,0.556194143,0.724055944,0.206398841,0.00759877,0.004857127,0.011853651,4.112489004,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:00:00 - 15:15:00,1.5459844,1.519314233,0.542356146,0.7503081,0.226649987,0.009966328,0.002626687,0.014077153,4.379223905,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:15:00 - 15:30:00,1.522057979,1.495153648,0.515535391,0.761401612,0.218216644,0.010028221,0.002182034,0.014694076,4.617935581,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:30:00 - 15:45:00,1.498972398,1.474670107,0.473469674,0.770596595,0.230603839,0.007495916,0.002572295,0.01423408,4.732588139,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:45:00 - 16:00:00,1.590868335,1.566055499,0.57375436,0.748639515,0.243661624,0.007297976,0.004189483,0.013325377,4.843105123,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:00:00 - 16:15:00,1.982254288,1.951620022,0.895643878,0.78969138,0.266284764,0.008397078,0.0085425,0.013694689,4.621075571,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:15:00 - 16:30:00,2.042988243,2.008463842,0.929761198,0.817292175,0.261410469,0.008933637,0.010417473,0.01517329,5.014497311,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:30:00 - 16:45:00,2.045901694,2.010338941,0.901717178,0.854126898,0.254494865,0.009648914,0.010736929,0.015176911,5.184141653,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:45:00 - 17:00:00,2.13563593,2.099904067,0.969520899,0.873941712,0.256441457,0.010263012,0.009514847,0.015954004,5.472292099,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:00:00 - 17:15:00,2.21308477,2.179140343,0.995625136,0.892768433,0.290746774,0.012462388,0.005409425,0.016072616,5.717936648,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:15:00 - 17:30:00,2.14441569,2.112448751,0.902560542,0.932540859,0.277347351,0.014791999,0.002831702,0.014343238,6.222985725,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:30:00 - 17:45:00,1.749196957,1.718932136,0.494786879,0.931562185,0.292583072,0.014686568,0.002397619,0.013180633,7.09333817,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:45:00 - 18:00:00,2.02486588,1.991876257,0.67974063,1.018112623,0.294023004,0.015640732,0.002420999,0.014927892,7.691884456,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:00:00 - 18:15:00,3.165374497,3.098770118,1.713350576,1.162387545,0.223031996,0.045131787,0.003961967,0.017510626,11.040560236,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:15:00 - 18:30:00,4.199968476,4.135141752,2.56471788,1.321662714,0.248761158,0.037192752,0.005933955,0.021700017,9.748169826,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:30:00 - 18:45:00,4.109918522,4.065905623,2.467921257,1.357001823,0.240982543,0.016683027,0.002967579,0.024362292,10.45927975,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:45:00 - 19:00:00,4.71492394,4.670211846,3.001725447,1.423669882,0.244816517,0.021237875,0.00123799,0.022236228,10.19335364,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:00:00 - 19:15:00,7.535762236,7.474081002,5.717853177,1.548705718,0.207522107,0.041121825,0.001681986,0.018877423,10.355920398,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:15:00 - 19:30:00,8.629527427,8.54871092,6.492776506,1.832672173,0.22326224,0.056291169,0.002469255,0.022056084,10.06884072,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:30:00 - 19:45:00,16.295065488,16.045988483,13.80208075,1.456722335,0.787185397,0.228967043,0.002746443,0.01736352,9.268949385,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:45:00 - 20:00:00,16.44049124,16.195651775,14.09539208,1.303237967,0.797021728,0.227273613,0.001857145,0.015708707,9.308701568,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:00:00 - 20:15:00,10.968966076,10.782046013,8.616396465,1.612448598,0.553200951,0.156875848,0.010546573,0.019497642,13.310990793,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:15:00 - 20:30:00,10.878425434,10.680868194,8.047107659,2.107188574,0.52657196,0.159906856,0.01062599,0.027024394,20.207753403,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:30:00 - 20:45:00,10.655993625,10.46202924,7.917021894,2.181492904,0.363514443,0.153700986,0.008098451,0.032164948,20.081380594,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:45:00 - 21:00:00,10.190002241,10.012233343,7.484184652,2.206387415,0.321661276,0.136086668,0.003639282,0.038042947,20.281738467,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:00:00 - 21:15:00,9.53458899,9.389297735,6.563632642,2.469118611,0.356546482,0.092264117,0.00482419,0.048202948,20.55238083,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:15:00 - 21:30:00,9.927848811,9.81058772,6.811258089,2.524807636,0.474521996,0.060519168,0.008505692,0.048236232,20.264727869,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:30:00 - 21:45:00,9.368981931,9.25360134,6.204611077,2.488169324,0.560820939,0.054728884,0.009907731,0.050743976,19.761427348,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:45:00 - 22:00:00,9.333907725,9.227044938,6.393345707,2.271965883,0.561733349,0.049648075,0.007697716,0.049516995,16.713025555,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:00:00 - 22:15:00,9.810291665,9.713850579,7.370280481,2.018267287,0.32530281,0.044138311,0.007082885,0.04521989,14.808945587,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:15:00 - 22:30:00,6.506648201,6.416575305,3.852714903,2.250352243,0.313508159,0.038344413,0.007052606,0.044675877,14.301985564,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:30:00 - 22:45:00,5.112796181,5.038512312,2.707920459,2.036219466,0.294372387,0.029239788,0.00606783,0.038976251,13.286327078,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:45:00 - 23:00:00,4.266788519,4.216477681,2.18219804,1.725616135,0.308663505,0.017745496,0.004098246,0.028467097,11.648132412,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:00:00 - 23:15:00,3.173472514,3.143432963,1.600337242,1.282095386,0.261000335,0.009146375,0.002860228,0.018032949,10.559638464,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:15:00 - 23:30:00,2.616370828,2.593602797,1.347441937,1.04721176,0.1989491,0.006061964,0.002602378,0.01410369,8.957129344,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:30:00 - 23:45:00,2.072370789,2.054896664,1.058881903,0.833127621,0.16288714,0.004758704,0.002991222,0.009724199,7.705530232,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:45:00 - 24:00:00,1.423460508,1.40536624,0.640642585,0.62686404,0.137859615,0.004329033,0.004891355,0.00887388,6.565575782,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:00:00 - 24:15:00,1.065463959,1.048799048,0.466899094,0.460320428,0.121579527,0.003392542,0.005699051,0.007573317,5.66973748,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:15:00 - 24:30:00,0.858419398,0.84357114,0.379811413,0.356471266,0.107288461,0.003395711,0.00519353,0.006259016,4.740355373,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:30:00 - 24:45:00,0.709760236,0.699172062,0.317156141,0.2873106,0.09470532,0.001286033,0.005269653,0.004032487,3.991788736,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:45:00 - 25:00:00,0.590486513,0.581707751,0.268020029,0.230191314,0.083496408,0.001355199,0.004549505,0.002874058,3.392009467,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:00:00 - 25:15:00,0.47958732,0.472585567,0.213177628,0.185463357,0.073944581,0.000898163,0.004010294,0.002093296,2.944928138,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:15:00 - 25:30:00,0.405341618,0.400226853,0.181627543,0.152569007,0.066030304,0.000808391,0.003001369,0.001305004,2.558607025,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:30:00 - 25:45:00,0.33527492,0.331417731,0.15443246,0.115593563,0.061391709,0.000455774,0.002643051,0.000758363,2.19397742,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:45:00 - 26:00:00,0.276183134,0.27421352,0.126655375,0.094538678,0.053019467,0.000255007,0.00126373,0.000450877,1.91364222,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
,2.547106067,2.51097865,1.573933833,0.763803403,0.173241415,0.020918593,0.003467028,0.011741796,5.3637857,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,Whole Day
,8.582313561,8.461879296,6.200324487,1.864904712,0.396650097,0.083354885,0.005550175,0.031529205,14.283129551,Rt-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,Primetime (18-23 h)
02:00:00 - 02:15:00,21.476655334,21.218323279,11.209966842,6.96929095,4.627611782,0.075086027,0.138531781,0.125385479,124.510085748,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:15:00 - 02:30:00,20.055731487,19.843362995,10.534912593,6.568137247,4.424028219,0.067892054,0.117960274,0.069969315,105.826331786,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:30:00 - 02:45:00,18.277708767,18.185678357,9.909257807,5.663079724,3.898344663,0.032383013,0.06533726,0.055203835,96.048740834,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:45:00 - 03:00:00,16.692392322,16.591109583,8.932538077,5.156503555,3.788455345,0.038949041,0.052364383,0.070276985,87.277574255,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:00:00 - 03:15:00,15.524191775,15.443130406,8.284746576,4.755043011,3.481188765,0.008751233,0.02886685,0.077031506,79.965305776,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:15:00 - 03:30:00,14.182702475,14.101052886,7.424216163,4.628358091,3.317840003,0.01600411,0.016788219,0.066039726,74.203577546,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:30:00 - 03:45:00,12.901573421,12.807598077,6.763186842,4.079360274,2.855909869,0.032716439,0.013036986,0.070256986,68.02016358,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:45:00 - 04:00:00,12.916574782,12.852085468,7.072471501,4.197758898,2.540702467,0.01877315,0.012650959,0.045929589,62.860282204,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:00:00 - 04:15:00,11.973639719,11.925042186,6.422702465,3.843072597,2.655555346,0.036468767,0.022282466,0.040548493,58.625772905,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:15:00 - 04:30:00,10.965115351,10.881410693,5.797901374,3.55572931,2.506044117,0.044771781,0.007469863,0.056576713,57.248806043,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:30:00 - 04:45:00,10.563543837,10.463181919,5.42130384,3.401390128,2.546165481,0.068825754,0.026326849,0.04988411,55.683119194,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:45:00 - 05:00:00,10.327315058,10.172456152,5.391097529,3.16071479,2.489787393,0.056774796,0.004040274,0.126937535,54.243707411,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:00:00 - 05:15:00,10.249099168,10.154512592,5.839974784,2.971874792,2.264830961,0.037367397,0.019797808,0.071743288,51.765701943,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:15:00 - 05:30:00,10.316369038,10.172513148,6.046220817,3.248483016,2.324880276,0.068204384,0.013512877,0.079366849,54.350968786,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:30:00 - 05:45:00,11.343913144,11.219645474,6.751929033,4.165655614,2.562068493,0.049455068,0.003869589,0.125968493,64.189299995,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:45:00 - 06:00:00,13.847137799,13.559399715,8.675832868,4.344320274,2.153269313,0.105875069,0.012735616,0.216135344,66.525543011,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:00:00 - 06:15:00,15.392817797,15.174429853,9.565085471,4.980213973,2.461628763,0.050999452,0.013063561,0.172163013,70.519115614,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:15:00 - 06:30:00,17.524429297,17.218022995,10.137002722,6.51800767,2.480049858,0.052197809,0.021317534,0.240604931,73.280435065,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:30:00 - 06:45:00,19.887733692,19.49795698,11.889042191,6.991818083,2.495921637,0.165020822,0.012867397,0.243041095,84.772087952,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:45:00 - 07:00:00,22.20979315,21.782814247,13.916904101,7.329950693,2.731409861,0.199564931,0.011353699,0.239305478,91.188696467,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:00:00 - 07:15:00,24.971533429,24.635799459,17.009788762,6.88640768,3.244235345,0.118414519,0.010651233,0.222261917,93.464011533,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:15:00 - 07:30:00,29.840436998,29.456451244,21.583701093,7.264502749,3.879414251,0.07126137,0.012833425,0.340061918,99.159273739,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:30:00 - 07:45:00,32.205679161,31.786555872,22.701015599,8.103161639,4.286319725,0.120314245,0.010216165,0.340742742,96.454524368,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:45:00 - 08:00:00,35.469708757,34.860122183,23.159106298,9.97561918,5.166190403,0.128573972,0.06401315,0.487595615,101.89972326,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:00:00 - 08:15:00,36.256684915,35.711971489,22.61146684,10.757909855,5.693355334,0.097159453,0.093408219,0.455880275,102.59502382,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:15:00 - 08:30:00,38.622123564,37.773891235,22.84450056,12.361996976,6.424553696,0.151767672,0.068029863,0.730327946,108.708774794,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:30:00 - 08:45:00,38.102456718,37.101149048,20.99167042,13.49282438,6.193105214,0.125592876,0.100327945,0.884752053,114.545774237,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:45:00 - 09:00:00,39.356702751,38.250049874,20.337987131,15.577822739,6.303950145,0.175875342,0.46758959,0.557696438,121.571900821,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:00:00 - 09:15:00,41.370591781,40.32156822,18.634405745,19.641654522,6.23636384,0.138365753,0.419703289,0.633155341,122.493653669,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:15:00 - 09:30:00,46.987152313,45.954491214,18.294708762,25.561112585,6.866518363,0.159715069,0.420771507,0.632854247,131.177109851,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:30:00 - 09:45:00,52.447399427,51.257620799,18.661423,30.781909295,7.114897263,0.231669588,0.430220821,0.743349314,133.058005737,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:45:00 - 10:00:00,60.717498883,59.572444088,20.103758072,37.272759432,8.661222745,0.329509314,0.187115068,0.813890687,152.277397218,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:00:00 - 10:15:00,64.711995608,63.522340263,20.344498624,39.540480539,9.23111398,0.296491233,0.168365479,0.858462468,154.935629035,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:15:00 - 10:30:00,72.06301699,71.121577811,20.94284355,45.956002464,10.181310155,0.287117535,0.163472877,0.777333972,151.987514231,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:30:00 - 10:45:00,76.749413972,75.847573422,19.71894739,52.405260004,9.930608498,0.24954548,0.178870138,0.742940549,156.505160791,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:45:00 - 11:00:00,80.85235097,79.817609599,21.145675622,55.599159727,9.938705761,0.291692877,0.257926027,0.842969043,160.206986821,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:00:00 - 11:15:00,83.586162747,82.404306032,21.091745757,57.908359723,9.787364663,0.340464111,0.255749863,0.976873427,170.017270361,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:15:00 - 11:30:00,88.422036207,87.277622781,22.377133442,61.492541118,10.208990146,0.26152685,0.210991781,1.01437315,184.951111758,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:30:00 - 11:45:00,91.499403613,89.929421964,23.850767693,62.294785776,10.504794536,0.698497536,0.217940823,1.060106854,191.323120556,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:45:00 - 12:00:00,97.799130986,95.444606328,27.91861234,64.089951502,10.929702755,1.368649042,0.216708218,1.153623561,214.01665068,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:00:00 - 12:15:00,107.661061952,105.025981403,35.541441927,66.515848223,12.459966041,1.715452605,0.252533148,1.165616714,235.189091787,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:15:00 - 12:30:00,112.990069345,110.564273725,39.825101647,67.415101386,14.195203844,1.613639181,0.340218629,1.115094524,252.820089866,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:30:00 - 12:45:00,133.810669634,131.144915659,59.742700013,68.195346867,15.796932073,1.908627675,0.346113971,1.095128494,265.029568501,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:45:00 - 13:00:00,163.616125532,160.622098678,89.314675639,69.091244662,17.191860304,1.645455345,0.763371509,1.443688219,271.907298308,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:00:00 - 13:15:00,157.711596732,155.106345772,80.162892887,73.503614793,19.676832616,1.254616165,0.76019096,1.349235618,276.379514487,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:15:00 - 13:30:00,126.231881927,123.862962473,41.894919734,74.672626297,20.951860832,0.798336166,0.701884385,1.456907947,268.389625476,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:30:00 - 13:45:00,122.304165473,119.522037257,40.57961999,71.292133156,19.555021648,0.712435068,1.143070686,1.51295342,254.55753069,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:45:00 - 14:00:00,127.161659433,124.32130656,42.96064903,71.934111228,22.178197811,0.673592054,1.118792327,1.784894245,255.096626006,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:00:00 - 14:15:00,131.2501104,128.719675609,47.416919449,71.167949029,24.57800192,0.585649039,0.895970409,1.684771778,257.561612568,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:15:00 - 14:30:00,126.21461315,123.965795895,48.311477528,66.426187132,21.892873426,0.591506847,0.845054242,1.482752602,264.22327941,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:30:00 - 14:45:00,117.778702736,115.407117259,46.460841903,60.064855355,20.842083286,0.887757807,0.564556436,1.501802192,268.183276393,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:45:00 - 15:00:00,117.645476957,115.058076139,48.917007915,57.431921373,21.654064654,1.08430548,0.488013699,1.877163282,283.554094485,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:00:00 - 15:15:00,120.901382991,118.482933681,50.58347367,58.264939741,22.178379174,0.946130685,0.394246849,1.825959174,302.561290649,NRw-T,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
